INDICAÇÃO,TÍTULO,AUTOR,EDITORA,QUANT, VALOR UNITÁRIO, VALOR TOTAL
INFANTIL,A B Z BICHO,ANDERSON DE OLIVEIRA,ABACATTE,900, R$  62.00 ," R$  55,800.00 "
INFANTIL,AMARRA MEU CADARÇO ,JOÃO MARCOS,ABACATTE,900, R$  64.00 ," R$  57,600.00 "
INFANTIL,AQUILO QUE NÃO SE VÊ,CLOVIS LEVI,ABACATTE,900, R$  66.00 ," R$  59,400.00 "
INFANTIL,CABELINHO VERMELHO E O LOBO BOBO,SILVANA DE MENEZES,ABACATTE,900, R$  87.00 ," R$  78,300.00 "
INFANTIL,CONTOS ORTOGRAFICOS,MARILDA CASTANHA,ABACATTE,900, R$  65.00 ," R$  58,500.00 "
INFANTIL,TERRA DO TIRIMBINTIM,FABIANA GUIMARAES,ARMAZEM DA CULTURA,900, R$  55.00 ," R$  49,500.00 "
INFANTIL,UM CAOZINHO CHAMADO TECO,MARINA VIEIRA,ARMAZEM DA CULTURA,900, R$  56.00 ," R$  50,400.00 "
INFANTIL,A LINHA QUE ERA RETA ,CLARA MENDES,BAGAÇO,900, R$  35.00 ," R$  31,500.00 "
INFANTIL,CHAPÉU MAU E LOBINHO VERMELHO,JESSIER QUIRINO,BAGAÇO,900, R$  37.00 ," R$  33,300.00 "
INFANTIL,"FÁCIL DE SENTIR, DIFÍCIL DE FALAR ",HUGO MENDES,BAGAÇO,900, R$  41.00 ," R$  36,900.00 "
INFANTIL,FLORESTA ENCANTADA I ,VITOR MANUEL,BAGAÇO,900, R$  36.00 ," R$  32,400.00 "
INFANTIL,HISTÓRIAS DO ARCO DA VELHA,ELITA FERREIRA,BAGAÇO,900, R$  33.00 ," R$  29,700.00 "
INFANTIL,NA FOLIA DOS BICHOS ,EDMILSON LIMA,BAGAÇO,900, R$  31.00 ," R$  27,900.00 "
INFANTIL,NO OUTRO LADO DA PÁGINA ,ALEXANDRE AZEVEDO,BAGAÇO,900, R$  33.00 ," R$  29,700.00 "
INFANTIL,AS CORES NA CIDADE DE SÃO PAULO,JULIE TRIPENO,BAMBOLÊ,900, R$  30.00 ," R$  27,000.00 "
INFANTIL,HOJE É DOMINGO,SÔNIA TRAVASSOS,BAMBOLÊ,900, R$  30.00 ," R$  27,000.00 "
INFANTIL,LA EM CIMA DAQUELE MORRO,SÔNIA TRAVASSOS,BAMBOLÊ,900, R$  63.00 ," R$  56,700.00 "
INFANTIL,O LIVRO DOS TUTUS,BLANDINA FRANCO,BAMBOLÊ,900, R$  32.00 ," R$  28,800.00 "
INFANTIL,OS 2 PORQUINHOS E MEIO,LEO CUNHA & MARTA LAGARTA,BAMBOLÊ,900, R$  55.00 ," R$  49,500.00 "
INFANTIL,SE ESSA RUA FOSSE MINHA,PAULA GIANNINI,BAMBOLÊ,900, R$  63.00 ," R$  56,700.00 "
INFANTIL,SETE CARTAS DE OUTRO PLANETA,ANA CRISTINA MELO,BAMBOLÊ,900, R$  50.00 ," R$  45,000.00 "
INFANTIL,VOCÊ FAZ EU FAÇO TAMBÉM,"MARCELO JUCÁ, VANESSA PREZOTO",BAMBOLÊ,900, R$  58.00 ," R$  52,200.00 "
INFANTIL,CONTANDO CARNEIRINHOS,ARLENE HOLANDA ,BRASIL TROPICAL,900, R$  50.00 ," R$  45,000.00 "
INFANTIL,"O QUE É, O QUE É?",WAGNER CORTEZ,BRASIL TROPICAL,900, R$  60.00 ," R$  54,000.00 "
INFANTIL,TEM INDIO PRA TODO LADO ,VINICIOS FERRAZ,BRASIL TROPICAL,900, R$  55.00 ," R$  49,500.00 "
INFANTIL,"TOM, ELIS E CHICO ",MÔNICA MOTA,BRASIL TROPICAL,900, R$  60.00 ," R$  54,000.00 "
INFANTIL,A GALINHA XADREZ,ROGÉRIO TREZZA,BRINQUE BOOK,900, R$  65.00 ," R$  58,500.00 "
INFANTIL,A MACAQUINHA,MARTA ALTÉS,BRINQUE BOOK,900, R$  65.00 ," R$  58,500.00 "
INFANTIL,A ÚLTIMA HISTÓRIA ANTES DE DORMIR,NICOLA O'BRYNE,BRINQUE BOOK,900, R$  70.00 ," R$  63,000.00 "
INFANTIL,A VELHINHA QUE DAVA NOME ÀS COISAS,CYNTHIA RYLANT,BRINQUE BOOK,900, R$  65.00 ," R$  58,500.00 "
INFANTIL,A VERDADE SEGUNDO ARTHUR,TIM HOPGOOD,BRINQUE BOOK,900, R$  65.00 ," R$  58,500.00 "
INFANTIL,"BRUXA, BRUXA VENHA À MINHA FESTA",ARDEN DRUCE,BRINQUE BOOK,900, R$  65.00 ," R$  58,500.00 "
INFANTIL,IDEIA DE BONECO,ADRIANA FELICÍSSIMO,CASA DE LETRAS,900, R$  48.00 ," R$  43,200.00 "
INFANTIL,MEU BAIRRO - PESSOA E LUGARES,LISA BULLARD,CASA DE LETRAS,900, R$  48.00 ," R$  43,200.00 "
INFANTIL,MEU DIA - MANHÃ TARDE E NOITE,LISA BULLARD,CASA DE LETRAS,900, R$  45.00 ," R$  40,500.00 "
INFANTIL,O CIRCULO,VANESSA CAMPOS ROCHA,CASA DE LETRAS,900, R$  56.00 ," R$  50,400.00 "
INFANTIL,O QUADRADO ,VANESSA CAMPOS ROCHA,CASA DE LETRAS,900, R$  56.00 ," R$  50,400.00 "
INFANTIL,PARA AQUELES QUE QUEREM VOAR,PIRKKO VAINIO,CASA DE LETRAS,900, R$  50.00 ," R$  45,000.00 "
INFANTIL,SONHO DE UMA NOITE DE VERÃO,WILLIAM SHAKESPEARE,CASA DE LETRAS,900, R$  59.00 ," R$  53,100.00 "
INFANTIL,SUPER - EU : TUDO O QUE VOCÊ QUERIA SABER,LISA BULLARD,CASA DE LETRAS,900, R$  40.00 ," R$  36,000.00 "
INFANTIL,PROMOVENDO O HÁBITO DE LEITURA,LUANA VIGNON,CEREJA EDITORA,900, R$  52.00 ," R$  46,800.00 "
INFANTIL,ROBIN HOOD,MAURI KUNNAS,CEREJA EDITORA,900, R$  45.00 ," R$  40,500.00 "
INFANTIL,TUDO É RELATIVO,CLAUDIA RUEDA,CEREJA EDITORA,900, R$  45.00 ," R$  40,500.00 "
INFANTIL,UMA COISA É OUTRA COISA,ANA DIVA E KIKA ZANETTI,CEREJA EDITORA,900, R$  50.00 ," R$  45,000.00 "
INFANTIL,A CAIXA DE PREOCUPAÇÕES,SUZANNE CHIEW,CIRANDA CULTURAL,900, R$  35.00 ," R$  31,500.00 "
INFANTIL,A GALINHA RUIVA,DONALDO BUCHWITZ,CIRANDA CULTURAL,900, R$  15.00 ," R$  13,500.00 "
INFANTIL,A LEVEZA DAS PEDRAS,JONAS RIBEIRO,CIRANDA CULTURAL,900, R$  40.00 ," R$  36,000.00 "
INFANTIL,A MAIOR COISA DO MUNDO,KENNETH STEVEN,CIRANDA CULTURAL,900, R$  40.00 ," R$  36,000.00 "
INFANTIL,ANIMAIS DE ESTIMACAO,CIRANDA CULTURAL,CIRANDA CULTURAL,900, R$  35.00 ," R$  31,500.00 "
INFANTIL,AS CORES DA RECICLAGEM,DONALDO BUCHWITZ,CIRANDA CULTURAL,900, R$  40.00 ," R$  36,000.00 "
INFANTIL,HISTÓRIAS DE TIA NASTÁCIA,MONTEIRO LOBATO,CIRANDA CULTURAL,900, R$  25.00 ," R$  22,500.00 "
INFANTIL,IMPERFEITAMENTE PERFEITO,PERRY EMERSON,CIRANDA CULTURAL,900, R$  70.00 ," R$  63,000.00 "
INFANTIL,PASSARADA EM LIBERDADE,LAÍS DE CASTRO,CONHECIMENTO,900, R$  42.00 ," R$  37,800.00 "
INFANTIL,QUE BICHO É ESSE?,ARLENE HOLANDA,CONHECIMENTO,900, R$  42.00 ," R$  37,800.00 "
INFANTIL,ANIMAIS DA CIDADE ,"TABACK, SIMMS",CORTEZ,900, R$  72.00 ," R$  64,800.00 "
INFANTIL,BEIJO DE BICHO ,"LIMA, ROSANGELA",CORTEZ,900, R$  58.00 ," R$  52,200.00 "
INFANTIL,DA CABEÇA AOS PÉS,PAULINE OUD,CORTEZ,900, R$  64.00 ," R$  57,600.00 "
INFANTIL,"1, 2, 3 ERA UMA VEZ...","INGRID BIESEMEYER, BELLINGHAUSEN",DCL,900, R$  40.00 ," R$  36,000.00 "
INFANTIL,"A GENTE PODE, A GENTE NÃO PODE... (3-4 ANOS)",ANNA CLAUDIA RAMOS,DCL,900, R$  50.00 ," R$  45,000.00 "
INFANTIL,MEDO DE QUÊ? ,FLÁVIA CÔRTES,DCL,900, R$  42.00 ," R$  37,800.00 "
INFANTIL,MEU PRESENTE,EVA MONTANARI,DCL,900, R$  45.00 ," R$  40,500.00 "
INFANTIL,O QUE COMEÇA COM...,"INGRID BIESEMEYER, BELLINGHAUSEN",DCL,900, R$  45.00 ," R$  40,500.00 "
INFANTIL,"QUEM É, QUEM É? FESTA À FANTASIA",ANNA CLAUDIA RAMOS,DCL,900, R$  49.00 ," R$  44,100.00 "
INFANTIL,QUEM QUER DAR UMA MÃOZINHA?,SANDRA LOPES,DCL,900, R$  40.00 ," R$  36,000.00 "
INFANTIL,"A MENINA, MARILUA E SUA AVE ",RAINHA ISAÍRA SILVINO,DIZ,900, R$  40.00 ," R$  36,000.00 "
INFANTIL,INDIO VIVE ASSIM,FABIANA GUIMARÃES,DIZ,900, R$  32.00 ," R$  28,800.00 "
INFANTIL,ONDE ESTAVA O ARCO ÍRIS,JURACY MENDONÇA,DIZ,900, R$  40.00 ," R$  36,000.00 "
INFANTIL,PALAVRAS DE MÃE,TAMARA BEZERRA,DIZ,900, R$  32.00 ," R$  28,800.00 "
INFANTIL,TATU BOLA,"ROCHA, KLAUBER",DIZ,900, R$  32.00 ," R$  28,800.00 "
INFANTIL,UM PEDAÇO DE ALGODÃO,ANA RIOS,DIZ,900, R$  32.00 ," R$  28,800.00 "
INFANTIL,A DEFESA DO PINÓQUIO,CRISTINA VIDAL,EDITORA PLANOS,900, R$  70.00 ," R$  63,000.00 "
INFANTIL,A VIAGEM DO DRAGÃO JAPONÊS,CRISTINA VIDAL,EDITORA PLANOS,900, R$  55.00 ," R$  49,500.00 "
INFANTIL,O CÃOZINHO MALTRAPILHO,CRISTINA VIDAL,EDITORA PLANOS,900, R$  60.00 ," R$  54,000.00 "
INFANTIL,O GATO QUE EMPURRAVA PEDRAS,CRISTINA VIDAL,EDITORA PLANOS,900, R$  60.00 ," R$  54,000.00 "
INFANTIL,O MIADO DO GATINHO,CRISTINA VIDAL,EDITORA PLANOS,900, R$  60.00 ," R$  54,000.00 "
INFANTIL,O RESGATE DE TITA,CRISTINA VIDAL,EDITORA PLANOS,900, R$  60.00 ," R$  54,000.00 "
INFANTIL,AMIGOS DO CORAÇÃO,AMELIA ALBUQUERQUE,FORT EDITORA,900, R$  55.00 ," R$  49,500.00 "
INFANTIL,CÃO E GATO ,ANA THAIS FEITOSA ,FORT EDITORA,900, R$  38.00 ," R$  34,200.00 "
INFANTIL,ESSA TAL EMOÇÃO,AMELIA ALBUQUERQUE,FORT EDITORA,900, R$  55.00 ," R$  49,500.00 "
INFANTIL,JARDINEIROS DA FLORESTA ,ANA THAIS FEITOSA ,FORT EDITORA,900, R$  40.00 ," R$  36,000.00 "
INFANTIL,MEU NOME É CECI,AMELIA ALBUQUERQUE,FORT EDITORA,900, R$  55.00 ," R$  49,500.00 "
INFANTIL,O PATINHO AZUL,MARCIO DEL PICCHIA,FORT EDITORA,900, R$  70.00 ," R$  63,000.00 "
INFANTIL,O QUE EU QUERO SER,AMELIA ALBUQUERQUE,FORT EDITORA,900, R$  55.00 ," R$  49,500.00 "
INFANTIL,VALORES DE TODOS NÓS,AMELIA ALBUQUERQUE,FORT EDITORA,900, R$  55.00 ," R$  49,500.00 "
INFANTIL,ABRAÇOS - ANIMAIS DA FAZENDA,REALLY DECENT ,GIRASSOL,900, R$  80.00 ," R$  72,000.00 "
INFANTIL,ABRAÇOS - ANIMAIS DE ESTIMAÇÃO,REALLY DECENT ,GIRASSOL,900, R$  80.00 ," R$  72,000.00 "
INFANTIL,AMIGO URSO - BOMBEIRO,NOSY CROW,GIRASSOL,900, R$  60.00 ," R$  54,000.00 "
INFANTIL,AMIGO URSO - VETERINÁRIO,NOSY CROW,GIRASSOL,900, R$  60.00 ," R$  54,000.00 "
INFANTIL,CONTE UMA FABULA - POP,CELIA RUIZ IBAÑES,GIRASSOL,900, R$  40.00 ," R$  36,000.00 "
INFANTIL,CONTOS PARA SONHAR,OBRA COLETIVA,GIRASSOL,900, R$  119.00 ," R$  107,100.00 "
INFANTIL,JUNTOS SOMOS MAIS FORTES,EILEEN SPINELLI,GIRASSOL,900, R$  45.00 ," R$  40,500.00 "
INFANTIL,ONDE ESTÃO? NA FAZENDA,TOWNHOUSE ,GIRASSOL,900, R$  70.00 ," R$  63,000.00 "
INFANTIL,PERGUNTAS E RESPOSTAS CURIOSAS SOBRE NOSSO PLANETA,CAMILLA DE LA BEDOYERE,GIRASSOL,900, R$  43.00 ," R$  38,700.00 "
INFANTIL,PERGUNTAS E RESPOSTAS CURIOSAS SOBRE O MEU CORPO,ANNE ROONEY,GIRASSOL,900, R$  43.00 ," R$  38,700.00 "
INFANTIL,PERGUNTAS E RESPOSTAS CURIOSAS SOBRE OS ANIMAIS,CAMILLA DE LA BEDOYERE,GIRASSOL,900, R$  43.00 ," R$  38,700.00 "
INFANTIL,TURMA DA MÔNICA - CONTOS DA CAROCHINHA,OBRA COLETIVA,GIRASSOL,900, R$  100.00 ," R$  90,000.00 "
INFANTIL,TURMA DA MÔNICA - PRINCESAS & PRINCESAS E ALICE NO PAIS DAS MARAVILHAS - A PRINCESA E A ERVILHA,MAURICIO DE SOUSA,GIRASSOL,900, R$  70.00 ," R$  63,000.00 "
INFANTIL,TURMA DA MÔNICA - PRINCESAS & PRINCESAS E CONTOS DE FADAS,MAURICIO DE SOUSA,GIRASSOL,900, R$  70.00 ," R$  63,000.00 "
INFANTIL,TURMA DA MÔNICA - PRINCESAS & PRINCESAS: A BELA E A FERA/ A PRINCESA ARROGANTE,MAURICIO DE SOUSA,GIRASSOL,900, R$  70.00 ," R$  63,000.00 "
INFANTIL,TURMA DA MÔNICA E MONTEIRO LOBATO: NARIZINHO ARREBITADO,MAURICIO DE SOUSA,GIRASSOL,900, R$  55.00 ," R$  49,500.00 "
INFANTIL,NOITES DE CHUVA,ANNA CLAUDIA RAMOS,GLOBO,900, R$  80.00 ," R$  72,000.00 "
INFANTIL,O COELHO E O JABUTI,"VIANA, ARIEVALDO",GLOBO,900, R$  80.00 ," R$  72,000.00 "
INFANTIL,O MENINO QUE COLECIONA GUARDA-CHUVAS,ALEXANDRE DE CASTRO GOMES,GLOBO,900, R$  80.00 ," R$  72,000.00 "
INFANTIL,QUANDO VOCÊ ESTAVA NA MINHA BARRIGA,THRITY UMRIGAR,GLOBO,900, R$  60.00 ," R$  54,000.00 "
INFANTIL,A ARARA CLARINHA,XICO BIZERRA,IMEPH,900, R$  45.00 ," R$  40,500.00 "
INFANTIL,A CASA DO CARACOL,ÉRICA MONTENEGRO DE MÉLO,IMEPH,900, R$  45.00 ," R$  40,500.00 "
INFANTIL,A DESCOBERTA DE CLARICE,NÍVEA BARRETO,IMEPH,900, R$  45.00 ," R$  40,500.00 "
INFANTIL,BICHO TEM SOBRENOME?,"ARLENE HOLANDA, CÉSAR MIRANDA",IMEPH,900, R$  50.00 ," R$  45,000.00 "
INFANTIL,BICHOS,FRANCISCO GILSON,IMEPH,900, R$  60.00 ," R$  54,000.00 "
INFANTIL,BOA AÇÃO RIMA COM RETIDÃO,VINÍCIOS FERRAZ,IMEPH,900, R$  45.00 ," R$  40,500.00 "
INFANTIL,BONECO NECO E MARIA FLOR,FRANCISCO GILSON,IMEPH,900, R$  40.00 ," R$  36,000.00 "
INFANTIL,CANTIGAS PARA APRENDER CONSTRUINDO: VOLUME 1,AMELIA ALBUQUERQUE,IMEPH,900, R$  70.00 ," R$  63,000.00 "
INFANTIL,CANTIGAS PARA APRENDER CONSTRUINDO: VOLUME 2,AMELIA ALBUQUERQUE,IMEPH,900, R$  70.00 ," R$  63,000.00 "
INFANTIL,DE 1 A 10,MARIÂNGELA GUADAGNIN,IMEPH,900, R$  42.00 ," R$  37,800.00 "
INFANTIL,DEZ GATOS QUE SE TANGOLOMANGARAM,AMELIA ALBUQUERQUE,IMEPH,900, R$  42.00 ," R$  37,800.00 "
INFANTIL,HISTORINHAS AMOROSAS,ELVIRA DRUMMOND,IMEPH,900, R$  55.00 ," R$  49,500.00 "
INFANTIL,JOANA JOANINHA,FRANCISCO GILSON,IMEPH,900, R$  42.00 ," R$  37,800.00 "
INFANTIL,JOÃO PIRÁ,"DANIEL WALLERIUS, TALITA NOZOMI",IMEPH,900, R$  80.00 ," R$  72,000.00 "
INFANTIL,O BAÚ DE SURPRESAS,MARIANE BIGIO,IMEPH,900, R$  40.00 ," R$  36,000.00 "
INFANTIL,"VAGA-VAGA, VAGALUME",WALKÍRIA KAMINSKI,IMEPH,900, R$  40.00 ," R$  36,000.00 "
INFANTIL,VOCÊ PODE COLORIR O SEU MUNDO,ANA THAIS FEITOSA,IMEPH,900, R$  50.00 ," R$  45,000.00 "
INFANTIL,A CENTOPEIA NÃO TEM ONOMATOPEIA,LUCI SACOLEIRA,INTELIGENIOS,900, R$  65.00 ," R$  58,500.00 "
INFANTIL,A CORAGEM DE SER PIRUA,ANA PAULA FRANZONI,INTELIGENIOS,900, R$  72.00 ," R$  64,800.00 "
INFANTIL,JOGO DOS ABSURDOS,LILIAN ROQUE,INTELIGENIOS,900, R$  65.00 ," R$  58,500.00 "
INFANTIL,NINGUEM SOLTA A CAUDA DE NINGUEM,MARCELO JUCA,INTELIGENIOS,900, R$  50.00 ," R$  45,000.00 "
INFANTIL,O GAFANHOTO AZARADO,THATI PAULA,INTELIGENIOS,900, R$  58.00 ," R$  52,200.00 "
INFANTIL,O INDECIFRAVEL CASO DO POTE DE VIDRO,CECÍLIA COELHO,INTELIGENIOS,900, R$  50.00 ," R$  45,000.00 "
INFANTIL,O SUBMARINO QUADRADO,TATIANE TAKAHASHI,INTELIGENIOS,900, R$  72.00 ," R$  64,800.00 "
INFANTIL,TATO,CRISTOVÃO DE OLIVEIRA,INTELIGENIOS,900, R$  50.00 ," R$  45,000.00 "
INFANTIL,TATU ATARANTADO,CAROLINE FIGUEIRA,INTELIGENIOS,900, R$  50.00 ," R$  45,000.00 "
INFANTIL,MENINO GIGANTE,NARA BITAL,JOANINHA,900, R$  45.00 ," R$  40,500.00 "
INFANTIL,TELECO E TECO,MAURICIO VENEZA,LÊ,900, R$  60.00 ," R$  54,000.00 "
INFANTIL,A CASA DA REINAÇÃO,TIAGO AMARAL,LUA AZUL,900, R$  70.00 ," R$  63,000.00 "
INFANTIL,A FANTÁSTICA SOPA DO BOB,SIMONE CAVALCANTE,LUA AZUL,900, R$  65.00 ," R$  58,500.00 "
INFANTIL,A MENINA PRINCESA DA LAGOA DE CRISTAL,CLAUDIA LINS,LUA AZUL,900, R$  65.00 ," R$  58,500.00 "
INFANTIL,A PRINCESA GRIÔ E A ÁRVORE DAS MARAVILHAS,CLAUDIA LINS,LUA AZUL,900, R$  65.00 ," R$  58,500.00 "
INFANTIL,A VIAGEM DA DONA BARATINHA,CLAUDIA LINS,LUA AZUL,900, R$  59.00 ," R$  53,100.00 "
INFANTIL,ENQUANTO A MAMÃE CABRA NÃO VEM,CLAUDIA LINS,LUA AZUL,900, R$  78.00 ," R$  70,200.00 "
INFANTIL,FILHO DE PEIXE PEIXINHO NÃO É,TIAGO AMARAL,LUA AZUL,900, R$  65.00 ," R$  58,500.00 "
INFANTIL,KAUÊ E O MANATI,CLAUDIA LINS,LUA AZUL,900, R$  66.00 ," R$  59,400.00 "
INFANTIL,LENDAS DO VELHO CHICO HISTÓRIAS ENCANTADAS DE OPARÁ,CLAUDIA LINS,LUA AZUL,900, R$  66.00 ," R$  59,400.00 "
INFANTIL,MARINA TRAQUINA,CLAUDIA LINS,LUA AZUL,900, R$  65.00 ," R$  58,500.00 "
INFANTIL,NINA E O CLUBE DA AVENTURA,CLAUDIA LINS,LUA AZUL,900, R$  65.00 ," R$  58,500.00 "
INFANTIL,O ENCANTADOR DE PÁSSAROS,CLAUDIA LINS,LUA AZUL,900, R$  65.00 ," R$  58,500.00 "
INFANTIL,A COLECIONADORA DE SONHOS,CLAUDIA LINS,MUNDO LEITURA,900, R$  59.00 ," R$  53,100.00 "
INFANTIL,AMIGOS BICHOS E ABRAÇOS,CLAUDIA LINS,MUNDO LEITURA,900, R$  52.00 ," R$  46,800.00 "
INFANTIL,DEZ ELEFANTINHOS DO BALACOBACO,CLAUDIA LINS,MUNDO LEITURA,900, R$  59.00 ," R$  53,100.00 "
INFANTIL,OS TRÊS PORQUINHOS DO AGRESTE,CLAUDIA LINS,MUNDO LEITURA,900, R$  63.00 ," R$  56,700.00 "
INFANTIL,PEQUENO MÁGICO,CHIARA SEGRÉ,MUNDO LEITURA,900, R$  57.00 ," R$  51,300.00 "
INFANTIL,"TITI E TATA, UM DIA NA ESCOLA",CLAUDIA LINS,MUNDO LEITURA,900, R$  63.00 ," R$  56,700.00 "
INFANTIL,VENTANIA E O MAPA DO TESOURO,SIMONE CAVALCANTE,MUNDO LEITURA,900, R$  58.00 ," R$  52,200.00 "
INFANTIL,SONHOS NO TELHADO,SIMONE BANDEIRA, MVC EDITORA,900, R$  22.00 ," R$  19,800.00 "
INFANTIL,ACENDENDO A ESCURIDAO ,ANA BONILLA RIUS,NOVA ALEXANDRIA,900, R$  52.00 ," R$  46,800.00 "
INFANTIL,BORBOLINDA DANCARINA ,MARIA CRISTINA RAMOS,NOVA ALEXANDRIA,900, R$  49.00 ," R$  44,100.00 "
INFANTIL,MARIA RESMUNGONA ,DIETER KONSEK,NOVA ALEXANDRIA,900, R$  49.00 ," R$  44,100.00 "
INFANTIL,"QUE PANELA ESQUISITA, VOVÓ RITA!",ERCÍLIA SIMÕES BRAGA,NOVA ALEXANDRIA,900, R$  49.00 ," R$  44,100.00 "
INFANTIL,A APARENCIA DAS OPINIÕES ,GIULIA STUDART BATELLI,SAÍRA,900, R$  48.00 ," R$  43,200.00 "
INFANTIL,A CULPA NÃE É SUA,LILIANE MESQUITA,SAÍRA,900, R$  51.00 ," R$  45,900.00 "
INFANTIL,A ROUPA NOVA DE DORALICE,MONICA STAHEL,SAÍRA,900, R$  48.00 ," R$  43,200.00 "
INFANTIL,COM QUE ROUPA,MARIANA WAECHTER,SAÍRA,900, R$  54.00 ," R$  48,600.00 "
INFANTIL,É ASSIM QUE EU SOU,NEWTON CESAR,SAÍRA,900, R$  55.00 ," R$  49,500.00 "
INFANTIL,"ESPICHA, A LAGARTIXA, E OS CABELOS DE ISABELA",DILL MAGNO,SAÍRA,900, R$  52.00 ," R$  46,800.00 "
INFANTIL,O GATO RATUDO E O RATO GATUDO,THAIS EVANGELISTA,SAÍRA,900, R$  47.00 ," R$  42,300.00 "
INFANTIL,O QUE ESTOU SENTINDO,LUANA CARDIM,SUINARA,900, R$  56.00 ," R$  50,400.00 "
INFANTIL,O RANÇO DO GANSO,JOSE RICARDO BAPTISTA,SUINARA,900, R$  47.00 ," R$  42,300.00 "
INFANTIL,UM JARDIM ASSIM QUE EU QUERO PRA MIM,PATRTICIA CUNHA,SUINARA,900, R$  49.00 ," R$  44,100.00 "
INFANTIL,A GOTA DE ÁGUA,INÊS CASTEL-BRANCO,TELOS,900, R$  69.00 ," R$  62,100.00 "
INFANTIL,DE ONDE VEM O AMOR?,DANIELA KULOT,TELOS,900, R$  67.00 ," R$  60,300.00 "
INFANTIL,E SE UMA BALEIA ME ENGOLIR?,SUSANNA ISERN,TELOS,900, R$  72.00 ," R$  64,800.00 "
INFANTIL,EU COMPRO,CANIZALES,TELOS,900, R$  56.00 ," R$  50,400.00 "
INFANTIL,ISTO NAO E UMA SELVA ,SUSANNA ISERN,TELOS,900, R$  64.00 ," R$  57,600.00 "
INFANTIL,MINHAS RODINHAS ,SEBASTIAN PELON,TELOS,900, R$  69.00 ," R$  62,100.00 "
INFANTIL,O MUNDO DISSE SIM,KAIA DAHLE NYHUS,TELOS,900, R$  69.00 ," R$  62,100.00 "
INFANTIL,A VIDA SECRETA DA NATUREZA,PATRICIA VELOSO,TERRA DA LUZ,900, R$  40.00 ," R$  36,000.00 "
INFANTIL,AS ARVORES E SUAS HISTÓRIAS,PATRICIA VELOSO,TERRA DA LUZ,900, R$  40.00 ," R$  36,000.00 "
INFANTIL,LORD VON E A PAULISTINHA,ELVIRA NADAI,TERRA DA LUZ,900, R$  42.00 ," R$  37,800.00 "
INFANTIL,O SONHO DO MAR,ANTONIO FILHO,TERRA DA LUZ,900, R$  42.00 ," R$  37,800.00 "
INFANTIL,A CASA DA MINHA AVÓ ,MANOEL CAVALCANTE,TIMBÚ,900, R$  45.00 ," R$  40,500.00 "
INFANTIL,A CASA VELHA,ADRIANO GOMES,TIMBÚ,900, R$  45.00 ," R$  40,500.00 "
INFANTIL,A ESCOLA DE DORINHA,MANOEL CAVALCANTE,TIMBÚ,900, R$  49.00 ," R$  44,100.00 "
INFANTIL,A FESTA DO PIJAMA,DANIELLE MENESES,TIMBÚ,900, R$  49.00 ," R$  44,100.00 "
INFANTIL,BAMBU,MARINA GADELHA,TIMBÚ,900, R$  45.00 ," R$  40,500.00 "
INFANTIL,BICHOS DO MANGUE,LIA CABRAL,TIMBÚ,900, R$  46.00 ," R$  41,400.00 "
INFANTIL,CONTE COMIGO,ROBSON RENATO,TIMBÚ,900, R$  46.00 ," R$  41,400.00 "
INFANTIL,"MARINO, O CAVALO MARINHO",GABRIELA BARBALHO,TIMBÚ,900, R$  46.00 ," R$  41,400.00 "
INFANTIL,O ALFABETO DE DORINHA,MANOEL CAVALCANTE,TIMBÚ,900, R$  49.00 ," R$  44,100.00 "
FUNDAMENTAL I,A VINGANÇA DE CHARLES TIBURONE,JOÃO UBALDO RIBEIRO,ALFAGUARA,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,BANDEIRA DE SÃO JOÃO ,RONALDO CORREIA,ALFAGUARA,"1,000", R$  53.00 ," R$  53,000.00 "
FUNDAMENTAL I,A MOURA QUE NÃO ERA TORTA,ARLENE HOLANDA,ARMAZEM DA CULTURA,"1,000", R$  64.00 ," R$  64,000.00 "
FUNDAMENTAL I,E SE EU PUDESSE COMER AS CORES?,ANGELO MENDES,BAGAÇO,"1,000", R$  42.00 ," R$  42,000.00 "
FUNDAMENTAL I,MIUDINHA ,JESSIER QUIRINO,BAGAÇO,"1,000", R$  32.00 ," R$  32,000.00 "
FUNDAMENTAL I,O GATINHO DO RABO MALHADO,ELITA FERREIRA,BAGAÇO,"1,000", R$  38.00 ," R$  38,000.00 "
FUNDAMENTAL I,OS SETE CANDELABROS DE OURO ,MARIA DA GLORIA FREITAS,BAGAÇO,"1,000", R$  39.00 ," R$  39,000.00 "
FUNDAMENTAL I,HAICONTOS DE FADAS,OBRA COLETIVA,BAMBOLÊ,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,VAMOS APOSTAR CORRIDA,HENRIQUE VALE,BAMBOLÊ,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,AURORA A BARATINHA,LENICE GOMES,BRASIL TROPICAL,"1,000", R$  45.00 ," R$  45,000.00 "
FUNDAMENTAL I,BERNARDO SOB O CÉU ESTRELADO,VINÍCIOS FERRAZ,BRASIL TROPICAL,"1,000", R$  45.00 ," R$  45,000.00 "
FUNDAMENTAL I,MARIA E MARIA,"LENICE GOMES, GLAÚCIA DE SOUZA",BRASIL TROPICAL,"1,000", R$  40.00 ," R$  40,000.00 "
